Flight_ID,Date,Time,Departure_Airport,Arrival_Airport,Datetime,Hour,Weekday_numeric,Wind_Speed_knotstomph,Visibility_km_tomile,Temperature_Celsius_toFahrenheit,Season,Turbulence_LeveltoNumerical,Depart_Latitude,Depart_Longitude,Depart_Index,Arrive_Latitude,Arrive_Longitude,Arrive_Index,Distance_mile,TimeOfDay,TimeOfDay_num
36,2024-04-13,16:30:00,STL,SLC,2024-04-13 16:30:00,16,6,21.864819999999998,3.7290242386575514,12.2,1,2,38.748,-90.360,2.0,40.788,-111.978,12.0,1153.7475663063092,Afternoon,2
15,2024-11-20,05:40:00,PHL,LAS,2024-11-20 05:40:00,5,3,6.904679999999999,10.565568676196396,10.399999999999999,3,3,39.872,-75.241,6.0,36.080,-115.152,2.0,2171.359098184986,Morning,1
54,2024-09-22,16:44:00,CLT,DTW,2024-09-22 16:44:00,16,7,3.4523399999999995,2.4860161591050343,10.399999999999999,3,1,35.214,-80.943,8.0,42.212,-83.353,6.0,500.6113055924987,Afternoon,2
191,2024-02-23,15:43:00,ORD,CLT,2024-02-23 15:43:00,15,5,11.5078,1.2430080795525171,-4.0,0,2,41.979,-87.904,12.0,35.214,-80.943,27.0,599.3653606257578,Afternoon,2
75,2024-04-05,16:46:00,IND,SEA,2024-04-05 16:46:00,16,5,34.523399999999995,6.215040397762586,100.4,1,1,39.717,-86.294,5.0,47.449,-122.309,0.0,1861.3769888606107,Afternoon,2
177,2024-12-21,16:21:00,BOS,DEN,2024-12-21 16:21:00,16,6,49.48354,1.2430080795525171,42.8,0,1,42.364,-71.005,7.0,39.858,-104.667,23.0,1749.4152222357145,Afternoon,2
40,2024-11-04,11:05:00,SEA,LAS,2024-11-04 11:05:00,11,1,0.0,3.107520198881293,64.4,3,2,47.449,-122.309,22.0,36.080,-115.152,2.0,866.8967585652471,Morning,1
98,2024-07-26,10:46:00,SEA,DFW,2024-07-26 10:46:00,10,5,8.05546,12.430080795525171,5.0,2,2,47.449,-122.309,22.0,32.896,-97.037,26.0,1658.0121818622547,Morning,1
150,2024-05-16,08:00:00,SAN,MSP,2024-05-16 08:00:00,8,4,0.0,9.322560596643878,55.4,1,2,32.733,-117.189,13.0,44.880,-93.217,4.0,1530.4645030384634,Morning,1
46,2024-09-11,18:20:00,MCI,MIA,2024-09-11 18:20:00,18,3,55.23743999999999,11.187072715972654,96.8,3,1,39.297,-94.714,28.0,25.793,-80.291,10.0,1252.1587640952182,Evening,3
187,2024-12-14,01:04:00,IND,BNA,2024-12-14 01:04:00,1,6,49.48354,1.2430080795525171,93.2,0,1,39.717,-86.294,5.0,36.124,-86.678,9.0,249.13501380096605,Night,4
133,2024-04-09,05:55:00,CLT,MCO,2024-04-09 05:55:00,5,2,19.56326,8.079552517091361,23.0,1,1,35.214,-80.943,8.0,28.429,-81.316,17.0,469.31331565461613,Morning,1
69,2024-10-17,01:29:00,STL,IAH,2024-10-17 01:29:00,1,4,35.67418,6.836544437538844,17.6,3,1,38.748,-90.360,2.0,29.980,-95.340,18.0,668.8009468606192,Night,4
132,2024-11-14,06:50:00,CMH,PDX,2024-11-14 06:50:00,6,4,21.864819999999998,4.9720323182100685,50.0,3,1,39.998,-82.892,16.0,45.589,-122.597,22.0,2028.336098581867,Morning,1
78,2024-01-08,08:09:00,JFK,SAN,2024-01-08 08:09:00,8,1,28.769499999999997,12.430080795525171,3.1999999999999993,0,3,40.640,-73.779,26.0,32.733,-117.189,28.0,2440.756473833826,Morning,1
91,2024-04-01,01:53:00,SFO,CMH,2024-04-01 01:53:00,1,1,47.181979999999996,5.593536357986327,100.4,1,2,37.619,-122.375,17.0,39.998,-82.892,24.0,2114.790591713522,Night,4
12,2024-04-03,16:46:00,CMH,MCI,2024-04-03 16:46:00,16,3,28.769499999999997,6.836544437538844,24.8,1,3,39.998,-82.892,16.0,39.297,-94.714,5.0,630.3430819421238,Afternoon,2
16,2024-11-08,17:24:00,IAH,DTW,2024-11-08 17:24:00,17,5,47.181979999999996,2.4860161591050343,30.2,3,2,29.980,-95.340,1.0,42.212,-83.353,6.0,1075.7208127750348,Evening,3
63,2024-06-02,10:38:00,JFK,MSP,2024-06-02 10:38:00,10,7,34.523399999999995,2.4860161591050343,48.2,2,3,40.640,-73.779,26.0,44.880,-93.217,4.0,1025.8002047197897,Morning,1
142,2024-02-21,22:56:00,CLT,MCI,2024-02-21 22:56:00,22,3,47.181979999999996,1.2430080795525171,42.8,0,1,35.214,-80.943,8.0,39.297,-94.714,5.0,807.1344179779468,Night,4
4,2024-01-18,20:35:00,MSP,SFO,2024-01-18 20:35:00,20,4,8.05546,11.808576755748913,75.2,0,3,44.880,-93.217,23.0,37.619,-122.375,11.0,1585.5897847228193,Evening,3
180,2024-06-05,20:20:00,SFO,BNA,2024-06-05 20:20:00,20,3,33.37262,4.9720323182100685,68.0,2,1,37.619,-122.375,17.0,36.124,-86.678,9.0,1963.9274461003688,Evening,3
135,2024-03-27,19:06:00,PHX,ATL,2024-03-27 19:06:00,19,3,24.166379999999997,7.458048477315103,59.0,1,3,33.434,-112.008,9.0,33.640,-84.427,20.0,1583.7520933893913,Evening,3
171,2024-04-06,05:09:00,BNA,CMH,2024-04-06 05:09:00,5,6,6.904679999999999,11.187072715972654,60.8,1,1,36.124,-86.678,27.0,39.998,-82.892,24.0,337.66410988761254,Morning,1
43,2024-09-09,01:33:00,BOS,PDX,2024-09-09 01:33:00,1,1,10.357019999999999,0.6215040397762586,30.2,3,2,42.364,-71.005,7.0,45.589,-122.597,22.0,2530.4162020136882,Night,4
160,2024-06-22,00:20:00,IAH,DFW,2024-06-22 00:20:00,0,6,13.809359999999998,4.35052827843381,95.0,2,3,29.980,-95.340,1.0,32.896,-97.037,26.0,224.9374866855095,Night,4
79,2024-02-15,23:07:00,TPA,JFK,2024-02-15 23:07:00,23,4,57.538999999999994,1.2430080795525171,19.4,0,1,27.975,-82.533,25.0,40.640,-73.779,21.0,1006.3708227530236,Night,4
114,2024-02-19,08:27:00,STL,LAS,2024-02-19 08:27:00,8,1,18.41248,6.215040397762586,68.0,0,3,38.748,-90.360,2.0,36.080,-115.152,2.0,1368.7318056101708,Morning,1
14,2024-03-27,06:11:00,IND,JFK,2024-03-27 06:11:00,6,3,2.30156,8.70105655686762,64.4,1,3,39.717,-86.294,5.0,40.640,-73.779,21.0,663.1764119888318,Morning,1
17,2024-08-24,06:20:00,DFW,SEA,2024-08-24 06:20:00,6,6,57.538999999999994,6.215040397762586,75.2,2,2,32.896,-97.037,10.0,47.449,-122.309,0.0,1658.0121818622547,Morning,1
194,2024-08-18,04:25:00,MCI,TPA,2024-08-18 04:25:00,4,7,8.05546,4.35052827843381,73.4,2,3,39.297,-94.714,28.0,27.975,-82.533,8.0,1048.180131635812,Night,4
107,2024-04-06,17:23:00,MIA,LAS,2024-04-06 17:23:00,17,6,12.658579999999999,1.2430080795525171,17.6,1,3,25.793,-80.291,18.0,36.080,-115.152,2.0,2171.174175444521,Evening,3
172,2024-04-20,22:13:00,MCI,LAS,2024-04-20 22:13:00,22,6,57.538999999999994,0.6215040397762586,35.6,1,1,39.297,-94.714,28.0,36.080,-115.152,2.0,1136.7962892331389,Night,4
43,2024-03-14,00:29:00,PHX,JFK,2024-03-14 00:29:00,0,4,9.20624,5.593536357986327,93.2,1,2,33.434,-112.008,9.0,40.640,-73.779,21.0,2148.5933969200855,Night,4
2,2024-03-10,09:02:00,MCI,SFO,2024-03-10 09:02:00,9,7,29.920279999999998,3.107520198881293,69.8,1,1,39.297,-94.714,28.0,37.619,-122.375,11.0,1495.2512552958929,Morning,1
112,2024-10-05,21:11:00,AUS,PHX,2024-10-05 21:11:00,21,6,26.46794,8.70105655686762,50.0,3,2,30.194,-97.670,21.0,33.434,-112.008,25.0,870.2672680717906,Evening,3
77,2024-05-16,08:16:00,LAX,MIA,2024-05-16 08:16:00,8,4,32.22184,6.836544437538844,62.6,1,3,33.942,-118.408,4.0,25.793,-80.291,10.0,2337.9953984438393,Morning,1
170,2024-10-18,05:07:00,IAH,ATL,2024-10-18 05:07:00,5,5,16.11092,9.944064636420137,33.8,3,2,29.980,-95.340,1.0,33.640,-84.427,20.0,688.3967325438324,Morning,1
165,2024-04-23,01:09:00,CLT,DFW,2024-04-23 01:09:00,1,2,36.82496,9.322560596643878,14.0,1,2,35.214,-80.943,8.0,32.896,-97.037,26.0,934.0228773748178,Night,4
117,2024-12-08,22:09:00,SFO,BOS,2024-12-08 22:09:00,22,7,40.2773,12.430080795525171,62.6,0,2,37.619,-122.375,17.0,42.364,-71.005,15.0,2697.5666148411965,Night,4
153,2024-04-16,10:21:00,LAS,MCO,2024-04-16 10:21:00,10,2,33.37262,11.808576755748913,60.8,1,1,36.080,-115.152,15.0,28.429,-81.316,17.0,2035.3136272493737,Morning,1
142,2024-11-07,14:04:00,SLC,CLT,2024-11-07 14:04:00,14,4,41.428079999999994,3.7290242386575514,91.4,3,2,40.788,-111.978,24.0,35.214,-80.943,27.0,1723.4546866074093,Afternoon,2
169,2024-11-26,03:49:00,STL,TPA,2024-11-26 03:49:00,3,2,49.48354,6.836544437538844,75.2,3,1,38.748,-90.360,2.0,27.975,-82.533,8.0,869.8250819812105,Night,4
180,2024-06-18,12:38:00,MCO,SAN,2024-06-18 12:38:00,12,2,4.60312,4.35052827843381,104.0,2,3,28.429,-81.316,3.0,32.733,-117.189,28.0,2144.268947794722,Afternoon,2
176,2024-10-12,14:32:00,AUS,PHL,2024-10-12 14:32:00,14,6,57.538999999999994,11.187072715972654,51.8,3,2,30.194,-97.670,21.0,39.872,-75.241,3.0,1428.6404287764199,Afternoon,2
117,2024-10-19,16:50:00,SAN,LAS,2024-10-19 16:50:00,16,6,48.33275999999999,2.4860161591050343,60.8,3,3,32.733,-117.189,13.0,36.080,-115.152,2.0,258.7560703614194,Afternoon,2
62,2024-08-24,22:47:00,IAH,IAD,2024-08-24 22:47:00,22,6,34.523399999999995,2.4860161591050343,33.8,2,2,29.980,-95.340,1.0,38.944,-77.456,7.0,1189.0179580912593,Night,4
110,2024-01-24,11:22:00,SAN,DTW,2024-01-24 11:22:00,11,3,23.0156,1.8645121193287757,59.0,0,2,32.733,-117.189,13.0,42.212,-83.353,6.0,1952.468902415729,Morning,1
159,2024-06-24,01:23:00,DFW,PHL,2024-06-24 01:23:00,1,1,21.864819999999998,11.187072715972654,62.6,2,1,32.896,-97.037,10.0,39.872,-75.241,3.0,1300.449105876016,Night,4
21,2024-07-10,07:04:00,PDX,MIA,2024-07-10 07:04:00,7,3,32.22184,4.9720323182100685,5.0,2,3,45.589,-122.597,19.0,25.793,-80.291,10.0,2696.8039074789485,Morning,1
177,2024-07-26,02:17:00,PHX,DTW,2024-07-26 02:17:00,2,5,4.60312,4.9720323182100685,3.1999999999999993,2,1,33.434,-112.008,9.0,42.212,-83.353,6.0,1667.5905260811808,Night,4
24,2024-10-14,01:58:00,IND,DFW,2024-10-14 01:58:00,1,1,13.809359999999998,12.430080795525171,41.0,3,3,39.717,-86.294,5.0,32.896,-97.037,26.0,760.5585856331672,Night,4
107,2024-10-08,04:18:00,MCO,IND,2024-10-08 04:18:00,4,2,48.33275999999999,3.107520198881293,96.8,3,1,28.429,-81.316,3.0,39.717,-86.294,16.0,829.9556745622003,Night,4
121,2024-02-18,05:58:00,DEN,JFK,2024-02-18 05:58:00,5,7,3.4523399999999995,11.187072715972654,28.4,0,2,39.858,-104.667,20.0,40.640,-73.779,21.0,1621.396208108811,Morning,1
9,2024-07-04,00:32:00,SLC,ATL,2024-07-04 00:32:00,0,4,20.714039999999997,1.8645121193287757,14.0,2,2,40.788,-111.978,24.0,33.640,-84.427,20.0,1586.705814351159,Night,4
16,2024-02-10,07:22:00,BOS,SLC,2024-02-10 07:22:00,7,6,4.60312,9.944064636420137,75.2,0,2,42.364,-71.005,7.0,40.788,-111.978,12.0,2100.0031942336104,Morning,1
155,2024-10-18,20:24:00,SAN,IAD,2024-10-18 20:24:00,20,5,51.78509999999999,12.430080795525171,93.2,3,2,32.733,-117.189,13.0,38.944,-77.456,7.0,2248.3033131369684,Evening,3
157,2024-01-18,05:13:00,IAD,MSP,2024-01-18 05:13:00,5,4,14.960139999999999,2.4860161591050343,26.6,0,3,38.944,-77.456,11.0,44.880,-93.217,4.0,906.1447029375329,Morning,1
181,2024-09-21,08:40:00,JFK,MCO,2024-09-21 08:40:00,8,6,2.30156,1.2430080795525171,80.6,3,3,40.640,-73.779,26.0,28.429,-81.316,17.0,945.5710136239918,Morning,1
65,2024-09-09,00:33:00,MSP,ORD,2024-09-09 00:33:00,0,1,36.82496,3.7290242386575514,-4.0,3,2,44.880,-93.217,23.0,41.979,-87.904,13.0,333.4200852397453,Night,4
83,2024-11-25,20:01:00,ORD,AUS,2024-11-25 20:01:00,20,1,49.48354,9.944064636420137,15.8,3,1,41.979,-87.904,12.0,30.194,-97.670,1.0,978.4790090523106,Evening,3
126,2024-12-01,08:43:00,IAD,PHX,2024-12-01 08:43:00,8,7,10.357019999999999,6.836544437538844,37.4,0,1,38.944,-77.456,11.0,33.434,-112.008,25.0,1951.8864117000771,Morning,1
153,2024-01-26,07:37:00,PDX,LAX,2024-01-26 07:37:00,7,5,52.93588,8.70105655686762,8.600000000000001,0,2,45.589,-122.597,19.0,33.942,-118.408,14.0,834.6059434700805,Morning,1
25,2024-11-10,07:36:00,CMH,MCO,2024-11-10 07:36:00,7,7,16.11092,8.079552517091361,32.0,3,3,39.998,-82.892,16.0,28.429,-81.316,17.0,804.3645747384205,Morning,1
68,2024-05-09,14:52:00,TPA,PHL,2024-05-09 14:52:00,14,4,32.22184,9.322560596643878,100.4,1,2,27.975,-82.533,25.0,39.872,-75.241,3.0,921.3751247925687,Afternoon,2
108,2024-02-17,16:19:00,MSP,SEA,2024-02-17 16:19:00,16,6,4.60312,11.808576755748913,15.8,0,3,44.880,-93.217,23.0,47.449,-122.309,0.0,1395.1409481133674,Afternoon,2
49,2024-10-25,17:01:00,PHL,STL,2024-10-25 17:01:00,17,5,33.37262,3.107520198881293,57.2,3,3,39.872,-75.241,6.0,38.748,-90.360,19.0,811.0071626187242,Evening,3
134,2024-03-06,01:21:00,ATL,SEA,2024-03-06 01:21:00,1,3,4.60312,6.215040397762586,3.1999999999999993,1,2,33.640,-84.427,0.0,47.449,-122.309,0.0,2177.8278963505427,Night,4
145,2024-03-01,21:42:00,CMH,LAX,2024-03-01 21:42:00,21,5,24.166379999999997,3.107520198881293,30.2,1,3,39.998,-82.892,16.0,33.942,-118.408,14.0,1990.944713162623,Evening,3
56,2024-08-10,02:32:00,MIA,BOS,2024-08-10 02:32:00,2,6,24.166379999999997,8.079552517091361,77.0,2,3,25.793,-80.291,18.0,42.364,-71.005,15.0,1260.3383823848844,Night,4
189,2024-05-10,14:02:00,MCI,ORD,2024-05-10 14:02:00,14,5,43.729639999999996,1.8645121193287757,1.3999999999999986,1,3,39.297,-94.714,28.0,41.979,-87.904,13.0,402.1087594326674,Afternoon,2
81,2024-07-11,17:57:00,LAS,STL,2024-07-11 17:57:00,17,4,19.56326,7.458048477315103,24.8,2,3,36.080,-115.152,15.0,38.748,-90.360,19.0,1368.7318056101708,Evening,3
1,2024-02-09,10:55:00,ORD,CMH,2024-02-09 10:55:00,10,5,29.920279999999998,9.944064636420137,30.2,0,1,41.979,-87.904,12.0,39.998,-82.892,24.0,294.9991442715795,Morning,1
145,2024-07-13,07:44:00,LAS,MCI,2024-07-13 07:44:00,7,6,25.317159999999998,8.70105655686762,55.4,2,1,36.080,-115.152,15.0,39.297,-94.714,5.0,1136.7962892331389,Morning,1
190,2024-10-22,06:56:00,PDX,SFO,2024-10-22 06:56:00,6,2,4.60312,3.107520198881293,71.6,3,2,45.589,-122.597,19.0,37.619,-122.375,11.0,550.7987172168616,Morning,1
23,2024-05-17,12:31:00,PHX,AUS,2024-05-17 12:31:00,12,5,32.22184,2.4860161591050343,-0.3999999999999986,1,2,33.434,-112.008,9.0,30.194,-97.670,1.0,870.2672680717906,Afternoon,2
11,2024-04-21,19:07:00,SLC,STL,2024-04-21 19:07:00,19,7,36.82496,1.2430080795525171,98.6,1,1,40.788,-111.978,24.0,38.748,-90.360,19.0,1153.7475663063092,Evening,3
101,2024-01-17,21:08:00,BNA,MIA,2024-01-17 21:08:00,21,3,35.67418,3.7290242386575514,42.8,0,1,36.124,-86.678,27.0,25.793,-80.291,10.0,807.3984840182619,Evening,3
177,2024-11-07,01:07:00,AUS,SAN,2024-11-07 01:07:00,1,4,25.317159999999998,9.322560596643878,14.0,3,1,30.194,-97.670,21.0,32.733,-117.189,28.0,1161.9509385754984,Night,4
107,2024-02-21,01:25:00,SEA,LAX,2024-02-21 01:25:00,1,3,8.05546,2.4860161591050343,104.0,0,1,47.449,-122.309,22.0,33.942,-118.408,14.0,955.035945260845,Night,4
172,2024-11-08,14:12:00,SLC,BOS,2024-11-08 14:12:00,14,5,24.166379999999997,6.215040397762586,41.0,3,3,40.788,-111.978,24.0,42.364,-71.005,15.0,2100.0031942336104,Afternoon,2
175,2024-06-22,11:21:00,AUS,MCO,2024-06-22 11:21:00,11,6,13.809359999999998,9.322560596643878,95.0,2,1,30.194,-97.670,21.0,28.429,-81.316,17.0,991.9392064856203,Morning,1
75,2024-02-18,03:39:00,SLC,JFK,2024-02-18 03:39:00,3,7,2.30156,2.4860161591050343,10.399999999999999,0,3,40.788,-111.978,24.0,40.640,-73.779,21.0,1984.4322748671448,Night,4
94,2024-06-23,01:32:00,PHL,MIA,2024-06-23 01:32:00,1,7,42.57886,9.322560596643878,46.4,2,3,39.872,-75.241,6.0,25.793,-80.291,10.0,1015.5093399153037,Night,4
194,2024-04-09,23:49:00,MCI,CMH,2024-04-09 23:49:00,23,2,26.46794,4.9720323182100685,57.2,1,2,39.297,-94.714,28.0,39.998,-82.892,24.0,630.3430819421238,Night,4
170,2024-01-21,02:05:00,IAH,LAS,2024-01-21 02:05:00,2,7,29.920279999999998,10.565568676196396,82.4,0,1,29.980,-95.340,1.0,36.080,-115.152,2.0,1219.838633942065,Night,4
65,2024-07-10,03:57:00,MSP,CMH,2024-07-10 03:57:00,3,3,34.523399999999995,11.187072715972654,44.6,2,1,44.880,-93.217,23.0,39.998,-82.892,24.0,624.5300283432038,Night,4
166,2024-06-06,08:35:00,MCI,CMH,2024-06-06 08:35:00,8,4,6.904679999999999,3.107520198881293,68.0,2,1,39.297,-94.714,28.0,39.998,-82.892,24.0,630.3430819421238,Morning,1
14,2024-06-09,13:07:00,IAH,BNA,2024-06-09 13:07:00,13,7,20.714039999999997,1.2430080795525171,1.3999999999999986,2,2,29.980,-95.340,1.0,36.124,-86.678,9.0,656.6328406088135,Afternoon,2
114,2024-07-14,17:56:00,SAN,STL,2024-07-14 17:56:00,17,7,48.33275999999999,4.35052827843381,86.0,2,3,32.733,-117.189,13.0,38.748,-90.360,19.0,1554.6650722325114,Evening,3
170,2024-06-07,11:57:00,MCI,CLT,2024-06-07 11:57:00,11,5,40.2773,4.35052827843381,102.2,2,2,39.297,-94.714,28.0,35.214,-80.943,27.0,807.1344179779468,Morning,1
56,2024-04-04,10:34:00,ORD,PHX,2024-04-04 10:34:00,10,4,42.57886,9.944064636420137,30.2,1,3,41.979,-87.904,12.0,33.434,-112.008,25.0,1437.3729599113792,Morning,1
168,2024-10-26,21:11:00,ATL,JFK,2024-10-26 21:11:00,21,6,4.60312,2.4860161591050343,80.6,3,2,33.640,-84.427,0.0,40.640,-73.779,21.0,759.1849653014705,Evening,3
178,2024-11-08,08:23:00,PDX,BOS,2024-11-08 08:23:00,8,5,50.634319999999995,3.7290242386575514,104.0,3,3,45.589,-122.597,19.0,42.364,-71.005,15.0,2530.4162020136882,Morning,1
45,2024-06-02,07:25:00,BNA,DEN,2024-06-02 07:25:00,7,7,14.960139999999999,6.215040397762586,100.4,2,3,36.124,-86.678,27.0,39.858,-104.667,23.0,1011.0132442885592,Morning,1
26,2024-05-16,12:07:00,IND,MCO,2024-05-16 12:07:00,12,4,26.46794,4.35052827843381,51.8,1,1,39.717,-86.294,5.0,28.429,-81.316,17.0,829.9556745622003,Afternoon,2
66,2024-05-24,05:02:00,CLT,BNA,2024-05-24 05:02:00,5,5,5.7539,3.107520198881293,19.4,1,1,35.214,-80.943,8.0,36.124,-86.678,9.0,327.94643965880084,Morning,1
161,2024-11-22,04:20:00,BOS,MCO,2024-11-22 04:20:00,4,5,46.0312,11.808576755748913,-0.3999999999999986,3,3,42.364,-71.005,7.0,28.429,-81.316,17.0,1122.40732795041,Night,4
175,2024-02-09,23:04:00,DEN,DTW,2024-02-09 23:04:00,23,5,48.33275999999999,8.70105655686762,46.4,0,1,39.858,-104.667,20.0,42.212,-83.353,6.0,1119.6882305652452,Night,4
59,2024-07-21,18:18:00,PHL,DEN,2024-07-21 18:18:00,18,7,41.428079999999994,1.8645121193287757,8.600000000000001,2,3,39.872,-75.241,6.0,39.858,-104.667,23.0,1553.420843492631,Evening,3
20,2024-09-16,23:46:00,DEN,DTW,2024-09-16 23:46:00,23,1,18.41248,1.8645121193287757,50.0,3,3,39.858,-104.667,20.0,42.212,-83.353,6.0,1119.6882305652452,Night,4
133,2024-02-12,11:39:00,ORD,BOS,2024-02-12 11:39:00,11,1,26.46794,11.808576755748913,1.3999999999999986,0,2,41.979,-87.904,12.0,42.364,-71.005,15.0,864.353085145062,Morning,1
168,2024-10-04,18:54:00,SAN,MCO,2024-10-04 18:54:00,18,5,54.086659999999995,6.215040397762586,68.0,3,1,32.733,-117.189,13.0,28.429,-81.316,17.0,2144.268947794722,Evening,3
124,2024-02-20,08:55:00,SAN,DFW,2024-02-20 08:55:00,8,2,0.0,4.35052827843381,91.4,0,1,32.733,-117.189,13.0,32.896,-97.037,26.0,1168.467961411468,Morning,1
83,2024-07-13,22:59:00,PHL,DFW,2024-07-13 22:59:00,22,6,37.975739999999995,11.187072715972654,60.8,2,1,39.872,-75.241,6.0,32.896,-97.037,26.0,1300.449105876016,Night,4
197,2024-05-06,15:20:00,PHX,IAD,2024-05-06 15:20:00,15,1,5.7539,4.9720323182100685,44.6,1,2,33.434,-112.008,9.0,38.944,-77.456,7.0,1951.8864117000771,Afternoon,2
147,2024-07-17,23:54:00,AUS,DEN,2024-07-17 23:54:00,23,3,4.60312,8.70105655686762,24.8,2,3,30.194,-97.670,21.0,39.858,-104.667,23.0,775.6316221797713,Night,4
69,2024-02-28,10:00:00,PHX,MIA,2024-02-28 10:00:00,10,3,4.60312,9.944064636420137,75.2,0,1,33.434,-112.008,9.0,25.793,-80.291,10.0,1968.4439380832523,Morning,1
31,2024-02-15,18:15:00,LAX,MSP,2024-02-15 18:15:00,18,4,3.4523399999999995,1.2430080795525171,41.0,0,2,33.942,-118.408,4.0,44.880,-93.217,4.0,1533.3143083322877,Evening,3
125,2024-09-26,22:27:00,ORD,PHL,2024-09-26 22:27:00,22,4,31.07106,2.4860161591050343,68.0,3,3,41.979,-87.904,12.0,39.872,-75.241,3.0,676.226706065178,Night,4
49,2024-02-17,04:25:00,STL,SFO,2024-02-17 04:25:00,4,6,44.880419999999994,3.7290242386575514,42.8,0,1,38.748,-90.360,2.0,37.619,-122.375,11.0,1731.6237663937295,Night,4
105,2024-11-06,14:47:00,CLT,SEA,2024-11-06 14:47:00,14,3,19.56326,10.565568676196396,95.0,3,3,35.214,-80.943,8.0,47.449,-122.309,0.0,2274.500720589623,Afternoon,2
113,2024-04-01,20:56:00,SEA,AUS,2024-04-01 20:56:00,20,1,11.5078,6.215040397762586,-2.200000000000003,1,1,47.449,-122.309,22.0,30.194,-97.670,1.0,1769.3175622468702,Evening,3
149,2024-09-03,16:47:00,DTW,PHX,2024-09-03 16:47:00,16,2,34.523399999999995,8.079552517091361,82.4,3,1,42.212,-83.353,14.0,33.434,-112.008,25.0,1667.5905260811808,Afternoon,2
34,2024-01-05,00:29:00,JFK,DEN,2024-01-05 00:29:00,0,5,6.904679999999999,7.458048477315103,96.8,0,3,40.640,-73.779,26.0,39.858,-104.667,23.0,1621.396208108811,Night,4
99,2024-11-09,15:24:00,PHX,TPA,2024-11-09 15:24:00,15,6,54.086659999999995,1.8645121193287757,41.0,3,3,33.434,-112.008,9.0,27.975,-82.533,8.0,1784.8548107039514,Afternoon,2
117,2024-07-21,06:19:00,TPA,STL,2024-07-21 06:19:00,6,7,20.714039999999997,11.187072715972654,48.2,2,2,27.975,-82.533,25.0,38.748,-90.360,19.0,869.8250819812105,Morning,1
197,2024-12-06,03:31:00,SEA,SLC,2024-12-06 03:31:00,3,5,42.57886,0.6215040397762586,77.0,0,3,47.449,-122.309,22.0,40.788,-111.978,12.0,687.7077204062158,Night,4
79,2024-08-08,13:40:00,MCI,CMH,2024-08-08 13:40:00,13,4,28.769499999999997,11.808576755748913,59.0,2,2,39.297,-94.714,28.0,39.998,-82.892,24.0,630.3430819421238,Afternoon,2
200,2024-02-08,23:29:00,CMH,ORD,2024-02-08 23:29:00,23,4,39.12652,1.8645121193287757,33.8,0,1,39.998,-82.892,16.0,41.979,-87.904,13.0,294.9991442715795,Night,4
69,2024-04-10,08:15:00,DFW,IAH,2024-04-10 08:15:00,8,3,34.523399999999995,2.4860161591050343,42.8,1,1,32.896,-97.037,10.0,29.980,-95.340,18.0,224.9374866855095,Morning,1
35,2024-12-05,16:09:00,IAD,IND,2024-12-05 16:09:00,16,4,27.618719999999996,5.593536357986327,1.3999999999999986,0,1,38.944,-77.456,11.0,39.717,-86.294,16.0,475.1545049825157,Afternoon,2
134,2024-10-09,04:59:00,IAH,CMH,2024-10-09 04:59:00,4,3,1.15078,9.322560596643878,86.0,3,2,29.980,-95.340,1.0,39.998,-82.892,24.0,985.8263026113269,Night,4
8,2024-08-20,10:59:00,TPA,JFK,2024-08-20 10:59:00,10,2,28.769499999999997,8.079552517091361,14.0,2,1,27.975,-82.533,25.0,40.640,-73.779,21.0,1006.3708227530236,Morning,1
130,2024-11-03,20:36:00,JFK,PHL,2024-11-03 20:36:00,20,7,46.0312,12.430080795525171,6.800000000000001,3,3,40.640,-73.779,26.0,39.872,-75.241,3.0,93.58688101549252,Evening,3
95,2024-01-28,15:29:00,PHL,SAN,2024-01-28 15:29:00,15,7,40.2773,9.322560596643878,55.4,0,3,39.872,-75.241,6.0,32.733,-117.189,28.0,2364.9013081246803,Afternoon,2
149,2024-03-15,12:24:00,SEA,DEN,2024-03-15 12:24:00,12,5,18.41248,1.2430080795525171,87.8,1,1,47.449,-122.309,22.0,39.858,-104.667,23.0,1022.6156586822217,Afternoon,2
13,2024-12-19,22:01:00,IAH,MSP,2024-12-19 22:01:00,22,4,57.538999999999994,9.322560596643878,14.0,0,3,29.980,-95.340,1.0,44.880,-93.217,4.0,1035.9683857522236,Night,4
157,2024-02-25,07:04:00,IAH,TPA,2024-02-25 07:04:00,7,7,54.086659999999995,7.458048477315103,23.0,0,1,29.980,-95.340,1.0,27.975,-82.533,8.0,785.9587167041809,Morning,1
104,2024-01-04,01:44:00,TPA,CLT,2024-01-04 01:44:00,1,4,25.317159999999998,11.187072715972654,32.0,0,2,27.975,-82.533,25.0,35.214,-80.943,27.0,508.8256946036583,Night,4
63,2024-01-02,10:15:00,IAD,IAH,2024-01-02 10:15:00,10,2,1.15078,9.944064636420137,41.0,0,3,38.944,-77.456,11.0,29.980,-95.340,18.0,1189.0179580912593,Morning,1
94,2024-11-18,15:54:00,MIA,SFO,2024-11-18 15:54:00,15,1,3.4523399999999995,9.322560596643878,30.2,3,2,25.793,-80.291,18.0,37.619,-122.375,11.0,2581.0054615042272,Afternoon,2
114,2024-08-01,09:32:00,STL,MCI,2024-08-01 09:32:00,9,4,6.904679999999999,5.593536357986327,8.600000000000001,2,3,38.748,-90.360,2.0,39.297,-94.714,5.0,236.75247366952274,Morning,1
